Intersection,Longitude,Latitude,number_of_approaches,number_of_exits,max_number_of_lanes_in_approach,min_number_of_lanes_in_approach,number_of_railway_approaches,number_of_railway_exits,max_number_of_lanes_in_exit,min_number_of_lanes_in_exit,number_of_center_bicycle_approaches,number_of_right_side_bicycle_approaches,number_of_center_bicycle_exits,number_of_right_side_bicycle_exits,signal_present,pedestrian_signal_present,diameter,max_angle,max_curvature,min_curvature,distance_to_next_intersection,shortest_distance_to_railway_crossing,subway_station_present,number_of_tram/train_stops,number_of_bus/trolley_stops,stop_sign,approach_street_types,exit_street_types,approach_max_speed_limit,approach_min_speed_limit,exit_max_speed_limit,exit_min_speed_limit,oneway_approach_count,twoway_approach_count,singleway_approach_count,oneway_exit_count,twoway_exit_count,singleway_exit_count
"('Curtis Street', 'Rolph Street')",-122.4403707,37.7152221,2,2,1,1,0,0,1,1,0,2,0,2,None,None,182.2689181,138.3271436,0.002582162,1.00E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,1,1,0,1,1
"('Cushman Street', 'Sacramento Street', 'Sproule Lane')",-122.4119322,37.7926501,2,2,2,1,0,0,2,1,0,2,0,2,None,None,161.1921432,90.97160366,0.164075802,4.40E-05,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 2}","{'residential': 1, 'secondary': 1, 'cycleway': 3}",25,25,25,25,0,0,2,0,0,2
"('Custer Avenue', 'Quint Street')",-122.38919,37.7452907,4,4,1,1,1,2,1,1,0,4,0,4,None,None,196.2740003,90.98476373,0.011312073,0,-1,1.000001412,no,0,0,None,"{'residential': 1, 'unclassified': 1, 'cycleway': 6, 'track': 1}","{'residential': 1, 'unclassified': 1, 'cycleway': 6, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('Custer Avenue', 'Rankin Street')",-122.391057,37.746362,3,3,1,1,0,0,1,1,0,3,0,3,None,None,88.89885687,90.6842841,0.007764772,0,-1,-1,no,0,0,None,"{'residential': 1, 'unclassified': 1, 'cycleway': 4}","{'residential': 1, 'unclassified': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Cutler Avenue', 'Lower Great Highway')",-122.5063394,37.7370289,3,3,1,1,0,0,1,1,0,3,0,3,None,None,161.1648708,92.83808587,8.10E-06,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Cuvier Street', 'Mirando Way')",-122.4284558,37.7323811,2,2,1,1,0,0,1,1,0,2,0,2,None,None,7.160025521,106.9123019,1.265849955,0.975437614,78.49579274,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Cypress Avenue', 'Edgewood Avenue')",-122.5597525,37.9032607,3,3,1,1,0,0,1,1,0,3,0,3,None,None,161.9623492,142.5518946,1.019306391,0.340725273,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Cypress Court', 'Cypress Lane')",-122.4137439,37.7037675,3,3,1,1,0,0,1,1,0,3,0,3,None,None,103.7258659,92.75158373,0.239205651,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Cypress Hollow Drive', 'Monterey Drive')",-122.5038067,37.9011004,3,3,1,1,0,0,1,1,0,3,0,3,None,None,161.5720185,131.601082,1.137756387,0.446139227,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Cypress Hollow Drive', 'Rancho Drive')",-122.5018642,37.9016831,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.9242688,99.64428669,0.224876301,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Cypress Lane', 'Schwerin Street')",-122.4142844,37.7040234,3,3,1,1,0,0,1,1,0,3,0,3,None,None,170.0602114,102.9241704,0.141949001,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Cypress Place', 'West Harbor Drive', 'Willow Lane')",-122.502039,37.8660908,1,1,1,1,0,0,1,1,0,1,0,1,None,None,7.160010114,0,0.267327116,0.262194707,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 2}","{'residential': 1, 'cycleway': 2}",25,25,25,25,0,1,0,0,1,0
"('Daffodil Lane', 'Edgewood Avenue')",-122.5548709,37.9016697,3,3,1,1,0,0,1,1,0,3,0,3,None,None,219.8007665,100.3451049,0.5058514,0.203485931,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Daffodil Lane', 'Marion Avenue')",-122.5537747,37.9024217,3,3,1,1,0,0,1,1,0,3,0,3,None,None,181.8913125,98.86666248,1.12649671,0.545755649,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dalewood Way', 'Lansdale Avenue', 'Myra Way', 'Sherwood Court')",-122.453802,37.736677,4,4,1,1,0,0,1,1,0,4,0,4,None,None,92.79040238,127.3043777,0.888599227,0.489925638,-1,-1,no,0,0,None,"{'residential': 4, 'cycleway': 5}","{'residential': 4, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Danberry Lane', 'Tree View Drive')",-122.4452259,37.7040318,4,4,1,1,0,0,1,1,0,4,0,4,None,None,165.0745172,177.8430029,1.068367856,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Danton Street', 'Still Street')",-122.432561,37.73156,3,3,1,1,0,0,1,1,0,3,0,3,None,None,175.3675758,176.1659872,0.12958009,0,-1,-1,no,0,0,None,"{'residential': 2, 'motorway_link': 1, 'cycleway': 3}","{'residential': 2, 'motorway_link': 1, 'cycleway': 3}",25,25,45,25,1,2,0,1,2,0
"('Darien Way', 'Junipero Serra Boulevard')",-122.4714116,37.7319436,2,3,3,1,3,2,5,1,0,2,0,3,None,None,165.1939315,91.47151866,0.567032424,0,-1,42.03031948,no,1,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 3, 'track': 3}","{'residential': 2, 'secondary': 1, 'cycleway': 5, 'track': 2}",35,25,35,25,2,0,0,2,0,1
"('Darien Way', 'Kenwood Way', 'Upland Drive')",-122.4608295,37.7286654,3,3,1,1,0,0,1,1,0,3,0,3,None,None,142.501465,151.5198089,0.44897057,0.103677514,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Darien Way', 'Manor Drive')",-122.4634351,37.7299092,3,3,1,1,0,0,1,1,0,3,0,3,None,None,201.3829833,118.6899709,0.206171808,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Darien Way', 'Northgate Drive')",-122.4615667,37.7293195,5,5,1,1,0,0,1,1,0,5,0,5,None,None,199.7527454,127.5417026,0.782721868,0.172154491,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,5,0,0,5,0
"('Darien Way', 'San Aleso Avenue')",-122.4650509,37.7317586,5,5,1,1,0,0,1,1,0,5,0,5,None,None,178.0936738,134.4548174,0.531052719,0.004477066,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,5,0,0,5,0
"('Darien Way', 'San Benito Way')",-122.4669636,37.7317888,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.765451,112.9159388,0.96746708,0.000361852,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Darien Way', 'San Fernando Way')",-122.4696393,37.7318819,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.4192786,90.57530377,0.060783752,0.000153895,77.41130368,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,15,25,15,0,2,1,0,2,1
"('Darien Way', 'San Leandro Way')",-122.4687599,37.7318513,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.7127225,90.28615167,0.056067271,8.48E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Darien Way', 'San Rafael Way')",-122.4705229,37.7319126,2,2,1,1,0,0,1,1,0,2,0,2,None,None,155.5924497,90.06823687,0.000595324,0.000104846,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,1,1,0,1,1
"('Darien Way', 'Santa Ana Avenue')",-122.4678605,37.73182,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.571609,90.42868943,0.044187211,0.000300456,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Darien Way', 'Westgate Drive')",-122.4644313,37.730889,5,5,1,1,0,0,1,1,0,5,0,5,None,None,189.8574568,137.6485833,0.325051379,0.114272813,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,5,0,0,5,0
"('Dartmouth Street', 'Dwight Street')",-122.4100225,37.7219799,4,4,1,1,0,0,1,1,0,4,0,4,None,None,168.841535,90.36007361,0.001350796,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Dartmouth Street', 'Felton Street')",-122.4125027,37.7279789,3,3,1,1,0,0,1,1,0,3,0,3,None,None,168.8347592,90.35554417,0.001291611,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dartmouth Street', 'Mansell Street')",-122.4089767,37.7194756,4,4,2,1,0,0,2,1,0,4,0,4,None,None,165.189858,90.61180391,0.005247012,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 5}","{'tertiary': 1, 'residential': 1, 'cycleway': 5}",25,25,25,25,2,2,0,2,2,0
"('Dartmouth Street', 'Olmstead Street')",-122.4095186,37.7207785,4,4,1,1,0,0,1,1,0,4,0,4,None,None,169.1419349,90.20730739,0.000774993,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Dartmouth Street', 'Silliman Street')",-122.4130091,37.7291772,4,4,1,1,0,0,1,1,0,4,0,4,None,None,169.3072853,90.93314153,0.048805554,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Dartmouth Street', 'Silver Avenue')",-122.4132994,37.729898,4,4,1,1,0,0,1,1,0,4,0,4,None,no,178.4651316,101.7286285,0.053961782,0.002082466,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Dartmouth Street', 'Sweeny Street')",-122.4137528,37.7313182,3,3,1,1,0,0,1,1,0,3,0,3,None,None,178.0962469,100.6160515,0.369168152,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dartmouth Street', 'Woolsey Street')",-122.4105174,37.7231757,3,3,1,1,0,0,1,1,0,3,0,3,None,None,169.2788239,90.44702943,0.000331075,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Davidson Avenue', 'Quint Street')",-122.38976,37.744673,4,4,1,1,1,1,1,1,0,4,0,4,None,None,198.2654215,90.24115403,0.006231688,0,-1,34.07401556,no,0,0,None,"{'unclassified': 1, 'residential': 1, 'cycleway': 6, 'track': 1}","{'unclassified': 1, 'residential': 1, 'cycleway': 6, 'track': 1}",25,25,25,25,0,4,0,0,4,0
"('Davidson Avenue', 'Rankin Street')",-122.391617,37.745734,4,4,1,1,0,0,1,1,0,4,0,4,None,None,197.4826428,90.32044463,0.009297248,0,-1,-1,no,0,0,None,"{'unclassified': 1, 'residential': 1, 'cycleway': 6}","{'unclassified': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Davis Court', 'Davis Street', 'Jackson Street')",-122.398353,37.797093,4,4,1,1,0,0,2,1,0,4,0,4,None,None,163.302992,90.75166953,0.043195392,0,-1,-1,no,0,0,None,"{'living_street': 1, 'residential': 2, 'cycleway': 5}","{'living_street': 1, 'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Davis Drive', 'Lyford Drive')",-122.4621372,37.8828761,4,4,1,1,0,0,1,1,0,4,0,4,None,None,181.2199553,151.021316,1.746662778,0.557460267,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Davis Street', 'Vallejo Street')",-122.3989068,37.7998336,2,2,1,1,1,1,1,1,0,2,0,2,None,None,16.40681024,90.00949568,0.000156164,5.62E-05,-1,78.96565516,no,0,0,None,"{'residential': 2, 'cycleway': 2, 'track': 1}","{'residential': 2, 'cycleway': 2, 'track': 1}",25,25,25,25,0,2,0,0,2,0
"('Dawn Court', 'Richardson Way')",-122.530619,37.8757047,5,5,1,1,0,0,1,1,0,5,0,5,None,None,101.5236794,89.38048766,1.123750202,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,5,0,0,5,0
"('Dawnview Way', 'Glenview Drive')",-122.447641,37.74807,2,3,1,1,0,0,1,1,0,2,0,3,None,None,36.45183557,150.8054521,0.960880764,0.670472234,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,2,0,0,3,0
"('Day Street', 'Noe Street')",-122.431022,37.742631,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.7598378,90.05288773,0.024265888,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Day Street', 'San Jose Avenue')",-122.4230517,37.743114,2,3,2,1,0,0,2,1,0,2,0,3,None,None,165.4053254,111.4073169,0.019002698,0,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 3}","{'primary': 1, 'residential': 1, 'cycleway': 3}",30,25,30,25,1,1,0,1,1,1
"('De Haro Street', 'Division Street')",-122.402073,37.769885,2,2,1,1,0,0,1,1,0,2,0,2,None,None,31.18014466,89.31336826,0.07318044,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 2}","{'tertiary': 1, 'residential': 1, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('De Haro Street', 'Littlefield Terrace')",-122.400374,37.751724,2,3,1,1,0,0,1,1,0,2,0,3,None,None,161.7662681,100.1315903,0.4760324,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 3}",25,25,25,25,1,2,0,0,2,1
"('De Haro Street', 'Mariposa Street')",-122.4014786,37.7635435,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.6744645,91.71779471,0.232176254,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 6}","{'residential': 1, 'tertiary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('De Haro Street', 'Southern Heights Avenue')",-122.40096,37.7581188,4,4,1,1,0,0,1,1,0,4,0,4,None,None,169.4052199,129.5238438,0.309354254,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('De Long Street', 'Flournoy Street')",-122.4633707,37.7096453,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.1653992,138.6705439,0.003690285,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('De Long Street', 'Head Street')",-122.4643833,37.7096421,4,4,1,1,0,0,1,1,0,4,0,4,None,None,105.9835756,90.55182148,0.007165443,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('De Long Street', 'Hillcrest Drive')",-122.4677313,37.706819,3,4,1,1,2,2,1,1,0,3,0,4,None,None,180.5704252,96.41460248,0.321003345,0,-1,46.43725572,no,0,0,None,"{'residential': 2, 'cycleway': 3, 'track': 2}","{'residential': 2, 'cycleway': 4, 'track': 2}",25,25,25,25,2,1,0,2,2,0
"('De Long Street', 'Orizaba Avenue')",-122.4625902,37.7096516,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.2092084,90.56484042,0.004605988,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('De Long Street', 'Rice Street')",-122.4592723,37.7096633,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.1761264,138.6308754,0.176843426,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('De Long Street', 'San Diego Avenue')",-122.4666108,37.7086713,3,3,1,1,0,0,1,1,0,3,0,3,None,None,124.2734946,147.7198979,0.115901579,0.017794518,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('De Long Street', 'Santa Cruz Avenue')",-122.4652332,37.7095474,4,4,1,1,0,0,1,1,0,4,0,4,None,None,51.13594707,162.8802254,0.633940129,0.014908472,75.50258079,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('De Long Street', 'Shakespeare Street')",-122.4647065,37.7096389,4,4,1,1,0,0,1,1,0,4,0,4,None,None,144.5290617,141.3904022,0.008302297,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('De Long Street', 'Wilson Street')",-122.4620243,37.709658,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.2015545,138.4380672,0.008348276,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('De Montfort Avenue', 'Faxon Avenue')",-122.460231,37.723647,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.1880763,90.52741819,0.00408104,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('De Montfort Avenue', 'Jules Avenue')",-122.4612674,37.7236427,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.171618,90.27337497,0.000705396,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('De Silva Drive', 'South Shore East')",-122.5159396,37.8867864,4,5,1,1,0,0,1,1,0,4,0,5,None,None,172.4533726,173.0047755,1.443655888,0.153683341,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'motorway_link': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,1
"('De Soto Street', 'Holloway Avenue')",-122.466588,37.721668,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.175665,106.6177927,0.264060401,0.000386361,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('De Soto Street', 'Urbano Drive')",-122.4656779,37.7232649,4,4,1,1,0,0,1,1,0,4,0,4,None,None,187.8932851,112.6572253,0.147989939,0.013886232,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Deems Road', 'Piper Loop')",-122.463968,37.794467,4,4,1,1,0,0,1,1,0,4,0,4,None,None,216.9827343,69.58429169,1.051051415,0.165576565,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Deems Road', 'Washington Boulevard')",-122.463321,37.794732,3,3,1,1,0,0,1,1,0,3,0,3,None,None,19.15730213,122.0474137,0.768248049,0.447258338,64.03327293,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Deer Hill Court', 'Meda Court', 'Meda Lane')",-122.5085048,37.8935125,4,4,1,1,0,0,1,1,0,4,0,4,None,None,164.3339226,112.4977619,0.534265708,0,-1,-1,no,0,0,None,"{'residential': 3, 'cycleway': 5}","{'residential': 3, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Del Casa Drive', 'Elm Avenue')",-122.5383361,37.9062746,2,2,1,1,0,0,1,1,0,2,0,2,None,None,24.96328651,57.14863593,0.841214568,0.342788229,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Del Casa Drive', 'Manor Drive')",-122.5372977,37.9077037,5,5,1,1,0,0,1,1,0,5,0,5,None,None,189.7367987,134.4917156,1.276549331,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,5,0,0,5,0
"('Del Casa Drive', 'Marlin Avenue')",-122.5355286,37.9096091,4,3,1,1,0,0,1,1,0,4,0,3,None,None,149.4869305,173.0076322,1.409438375,0.384093048,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,3,0
"('Del Casa Drive', 'Val Vista Road')",-122.5347388,37.9094202,2,2,1,1,0,0,1,1,0,2,0,2,None,None,35.81547798,131.638239,1.598702787,0.48139512,72.40364542,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Del Mar Drive', 'Rock Hill Drive')",-122.4755355,37.890071,3,3,1,1,0,0,1,1,0,3,0,3,None,None,55.26817007,152.6660477,1.139631544,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Del Monte Street', 'Mount Vernon Avenue')",-122.4438465,37.715513,4,4,1,1,0,0,1,1,0,4,0,4,None,None,226.3370911,90.54451074,0.070993387,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Del Monte Street', 'Ottawa Avenue')",-122.444936,37.714577,3,3,1,1,0,0,1,1,0,3,0,3,None,None,179.2360244,90.0777409,0.002811453,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Del Sur Avenue', 'Juanita Way')",-122.4549325,37.741783,4,4,1,1,0,0,1,1,0,4,0,4,None,None,174.8807393,120.0090806,0.771825832,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Del Sur Avenue', 'Portola Drive')",-122.4557803,37.7420917,3,3,2,1,0,0,3,1,0,3,0,3,None,None,145.3511509,101.9497653,0.644707979,0.02975011,-1,-1,no,0,0,None,"{'residential': 2, 'primary': 1, 'cycleway': 5}","{'residential': 1, 'primary': 1, 'cycleway': 3}",35,25,35,25,2,1,0,2,1,0
"('Del Vale Avenue', 'Encline Court')",-122.4478067,37.7417764,4,4,1,1,0,0,1,1,0,4,0,4,None,None,145.7175573,120.9248267,0.638616469,0.053467437,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Del Vale Avenue', 'Evelyn Way')",-122.447797,37.7424196,2,2,1,1,0,0,1,1,0,2,0,2,None,None,15.73782058,78.85925931,0.625814044,0.399634634,71.52576345,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Del Vale Avenue', ""O'Shaughnessy Boulevard"")",-122.4459575,37.7412125,4,3,2,1,0,0,1,1,0,4,0,3,None,None,20.73865234,87.41178122,0.799973996,0.397649966,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 3}","{'residential': 1, 'secondary': 1, 'cycleway': 3}",35,25,35,25,0,4,0,0,3,0
"('Delano Avenue', 'Meda Avenue')",-122.442652,37.7240618,2,3,1,1,0,0,1,1,0,2,0,3,None,None,179.1412775,90.09162876,0.009608034,0,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 3}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,2,0,0,2,1
"('Delano Avenue', 'Mount Vernon Avenue')",-122.4466363,37.7177035,4,4,1,1,0,0,1,1,0,4,0,4,None,None,178.9648677,107.9898319,0.148156963,6.96E-06,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Delano Avenue', 'Nahua Avenue')",-122.4469675,37.7171712,2,3,1,1,0,0,1,1,0,2,0,3,None,None,162.5832406,90.00148905,0.001119704,0,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 3}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,2,0,0,2,1
"('Delano Avenue', 'Niagara Avenue')",-122.4459313,37.7188367,4,4,1,1,1,1,1,1,0,4,0,4,None,None,179.2461857,103.9191703,0.169487095,0,-1,71.55111797,no,0,0,None,"{'residential': 2, 'cycleway': 6, 'track': 2}","{'residential': 2, 'cycleway': 6, 'track': 3}",25,25,25,25,0,4,0,0,4,0
"('Delano Avenue', 'Ocean Avenue')",-122.4432636,37.7230838,4,4,1,1,0,0,1,1,0,4,0,4,None,None,178.7104624,124.5767495,0.004251437,0,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 6}","{'residential': 1, 'secondary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
